Entry	Entry name	Gene names
B3LJR4	B3LJR4_YEAS1	SCRG_01629
B3LQT2	B3LQT2_YEAS1	SCRG_03855
B3LR59	B3LR59_YEAS1	URA6 SCRG_03993
B3LNB4	B3LNB4_YEAS1	SCRG_02935
B3LQP8	B3LQP8_YEAS1	SCRG_03820
B3LKX0	B3LKX0_YEAS1	SCRG_02392
B3LUT7	B3LUT7_YEAS1	SCRG_05633
B3LUN3	B3LUN3_YEAS1	SCRG_05571
B3LKD9	B3LKD9_YEAS1	SCRG_02653
B3LRF3	B3LRF3_YEAS1	SCRG_04094
B3LS48	B3LS48_YEAS1	SCRG_04505
B3LU74	B3LU74_YEAS1	SCRG_05402
B3LIX8	B3LIX8_YEAS1	SCRG_01319
B3LPJ5	B3LPJ5_YEAS1	SCRG_03094
B3LUH1	B3LUH1_YEAS1	SCRG_05507
B3LM11	B3LM11_YEAS1	SCRG_02010
B3LL94	B3LL94_YEAS1	SCRG_02523
B3LGX3	B3LGX3_YEAS1	SCRG_00574
B3RHG5	B3RHG5_YEAS1	SCRG_04234
B3LNR6	B3LNR6_YEAS1	SCRG_03192
B3RHQ0	B3RHQ0_YEAS1	SCRG_04325
B3LQ16	B3LQ16_YEAS1	SCRG_03574
B3LJI4	B3LJI4_YEAS1	SCRG_01542
B3LS30	B3LS30_YEAS1	SCRG_04486
B3LKI3	B3LKI3_YEAS1	SCRG_02251
B3LJN1	B3LJN1_YEAS1	SCRG_01594
B3LGY8	B3LGY8_YEAS1	SCRG_00590
B3LNA6	B3LNA6_YEAS1	SCRG_02927
B3LNF4	B3LNF4_YEAS1	SCRG_02978
B3LG08	B3LG08_YEAS1	SCRG_00243
B3LPS2	B3LPS2_YEAS1	SCRG_03475
B3LN10	B3LN10_YEAS1	SCRG_02821
B3LSS0	B3LSS0_YEAS1	SCRG_04868
B3LLH5	B3LLH5_YEAS1	SCRG_01817
B3LUJ8	B3LUJ8_YEAS1	SCRG_05536
B3LH53	B3LH53_YEAS1	SCRG_00661
B3LPI9	B3LPI9_YEAS1	SCRG_03088
B3LLP3	B3LLP3_YEAS1	SCRG_01887
B3LQP9	B3LQP9_YEAS1	SCRG_03821
B3RHJ9	B3RHJ9_YEAS1	SCRG_04271
B3LHV6	B3LHV6_YEAS1	SCRG_00737
B3LK00	B3LK00_YEAS1	SCRG_01718
B3LPW6	B3LPW6_YEAS1	SCRG_03521
B3LR53	B3LR53_YEAS1	SCRG_03985
B3LFM7	B3LFM7_YEAS1	SCRG_00105
B3LKG9	B3LKG9_YEAS1	SCRG_02237
B3LJ65	B3LJ65_YEAS1	SCRG_01412
B3LGQ4	B3LGQ4_YEAS1	SCRG_00503
B3LPU0	B3LPU0_YEAS1	SCRG_03493
B3LII3	B3LII3_YEAS1	SCRG_00974
B3LLJ8	B3LLJ8_YEAS1	SCRG_01841
B3LUP4	B3LUP4_YEAS1	SCRG_05583
B3LSE5	B3LSE5_YEAS1	SCRG_04732
B3LHC1	B3LHC1_YEAS1	SCRG_00733
B3LFE1	B3LFE1_YEAS1	SCRG_00013
B3LQD8	B3LQD8_YEAS1	SCRG_03701
B3LL59	B3LL59_YEAS1	SCRG_02487
B3LGX5	B3LGX5_YEAS1	SCRG_00577
B3LU65	B3LU65_YEAS1	SCRG_05392
B3LU96	B3LU96_YEAS1	SCRG_05425
B3LPV0	B3LPV0_YEAS1	SCRG_03503
B3LH42	B3LH42_YEAS1	SCRG_00649
B3LNS7	B3LNS7_YEAS1	SCRG_03204
B3LRS2	B3LRS2_YEAS1	SCRG_04633
B3LRU8	B3LRU8_YEAS1	SCRG_04400
B3LHF5	B3LHF5_YEAS1	SCRG_01088
B3LSC3	B3LSC3_YEAS1	SCRG_04708
B3LJQ5	B3LJQ5_YEAS1	SCRG_01619
B3LHA8	B3LHA8_YEAS1	SCRG_00719
B3RHS0	B3RHS0_YEAS1	SCRG_04348
B3LQX3	B3LQX3_YEAS1	SCRG_03898
B3LPY2	B3LPY2_YEAS1	SCRG_03538
B3LK61	B3LK61_YEAS1	SCRG_02574
B3LUQ2	B3LUQ2_YEAS1	SCRG_05591
B3LTS9	B3LTS9_YEAS1	SCRG_05254
B3LH66	B3LH66_YEAS1	SCRG_00674
B3LP01	B3LP01_YEAS1	SCRG_03279
B3LPW9	B3LPW9_YEAS1	SCRG_03524
B3LU49	B3LU49_YEAS1	SCRG_05375
B3LHD1	B3LHD1_YEAS1	SCRG_01064
B3LSG9	B3LSG9_YEAS1	SCRG_04759
B3LMH1	B3LMH1_YEAS1	SCRG_02179
B3LUM6	B3LUM6_YEAS1	SCRG_05564
B3LGX2	B3LGX2_YEAS1	SCRG_00573
B3LUD2	B3LUD2_YEAS1	SCRG_05465
B3LLQ1	B3LLQ1_YEAS1	SCRG_01895
B3LU34	B3LU34_YEAS1	SCRG_05359
B3RHE0	B3RHE0_YEAS1	SCRG_04208
B3LIM8	B3LIM8_YEAS1	SCRG_01021
B3LGV6	B3LGV6_YEAS1	SCRG_00557
B3LPT7	B3LPT7_YEAS1	SCRG_03490
B3LIZ9	B3LIZ9_YEAS1	SCRG_01343
B3LIX6	B3LIX6_YEAS1	SCRG_01317
B3LNZ4	B3LNZ4_YEAS1	SCRG_03271
B3LRS3	B3LRS3_YEAS1	SCRG_04634
B3RHF8	B3RHF8_YEAS1	SCRG_04227
B3LMV2	B3LMV2_YEAS1	SCRG_02761
B3LPK5	B3LPK5_YEAS1	SCRG_03104
B3LL91	B3LL91_YEAS1	SCRG_02520
B3LGP2	B3LGP2_YEAS1	SCRG_00488
B3LK21	B3LK21_YEAS1	SCRG_01739
B3LNV0	B3LNV0_YEAS1	SCRG_03227
B3LPC6	B3LPC6_YEAS1	SCRG_03414
B3LPS9	B3LPS9_YEAS1	SCRG_03482
B3LHU2	B3LHU2_YEAS1	SCRG_01234
B3LKP8	B3LKP8_YEAS1	SCRG_02317
B3LN18	B3LN18_YEAS1	SCRG_02830
B3RHQ6	B3RHQ6_YEAS1	SCRG_04331
B3LKK5	B3LKK5_YEAS1	SCRG_02273
B3LS06	B3LS06_YEAS1	SCRG_04459
B3LRV2	B3LRV2_YEAS1	SCRG_04404
B3LJC7	B3LJC7_YEAS1	SCRG_01478
B3LG85	B3LG85_YEAS1	SCRG_00322
B3LQ33	B3LQ33_YEAS1	SCRG_03591
B3LPK6	B3LPK6_YEAS1	SCRG_03105
B3LPB9	B3LPB9_YEAS1	SCRG_03407
B3LSJ0	B3LSJ0_YEAS1	SCRG_04784
B3LJ89	B3LJ89_YEAS1	SCRG_01439
B3LFT9	B3LFT9_YEAS1	SCRG_00169
B3LQA7	B3LQA7_YEAS1	SCRG_03669
B3LGZ2	B3LGZ2_YEAS1	SCRG_00594
B3LL71	B3LL71_YEAS1	SCRG_02500
B3LTZ1	B3LTZ1_YEAS1	SCRG_05316
B3LHU8	B3LHU8_YEAS1	SCRG_01240
B3LK69	B3LK69_YEAS1	SCRG_02582
B3LMQ6	B3LMQ6_YEAS1	SCRG_02714
B3LRU1	B3LRU1_YEAS1	SCRG_04655
B3LQ50	B3LQ50_YEAS1	SCRG_03609
B3LI91	B3LI91_YEAS1	SCRG_00881
B3LML7	B3LML7_YEAS1	SCRG_02675
B3LTL1	B3LTL1_YEAS1	SCRG_05181
B3LHM7	B3LHM7_YEAS1	SCRG_01166
B3RHS1	B3RHS1_YEAS1	SCRG_04349
B3LGF8	B3LGF8_YEAS1	SCRG_00400
B3LSU1	B3LSU1_YEAS1	SCRG_04891
B3RHK3	B3RHK3_YEAS1	SCRG_04275
B3RHD8	B3RHD8_YEAS1	SCRG_04206
B3LNB1	B3LNB1_YEAS1	SCRG_02932
B3LT74	B3LT74_YEAS1	SCRG_05091
B3LNQ8	B3LNQ8_YEAS1	SCRG_03183
B3LGZ0	B3LGZ0_YEAS1	SCRG_00592
B3LHM3	B3LHM3_YEAS1	SCRG_01162
B3LR66	B3LR66_YEAS1	SCRG_04000
B3LUE2	B3LUE2_YEAS1	SCRG_05477
B3LIG5	B3LIG5_YEAS1	SCRG_00956
B3LRX4	B3LRX4_YEAS1	SCRG_04427
B3LUL8	B3LUL8_YEAS1	SCRG_05556
B3LRM3	B3LRM3_YEAS1	SCRG_04583
B3LMG0	B3LMG0_YEAS1	SCRG_02168
B3LQU8	B3LQU8_YEAS1	SCRG_03873
B3LHP1	B3LHP1_YEAS1	SCRG_01181
B3LTG9	B3LTG9_YEAS1	SCRG_04992
B3LRU3	B3LRU3_YEAS1	SCRG_04657
B3LRX8	B3LRX8_YEAS1	SCRG_04431
B3LU79	B3LU79_YEAS1	SCRG_05407
B3LHH7	B3LHH7_YEAS1	SCRG_01111
B3LT10	B3LT10_YEAS1	SCRG_05025
B3LIP9	B3LIP9_YEAS1	SCRG_01044
B3LNP0	B3LNP0_YEAS1	SCRG_03165
B3LSC7	B3LSC7_YEAS1	SCRG_04712
B3LG49	B3LG49_YEAS1	SCRG_00286
B3RHV7	B3RHV7_YEAS1	SCRG_04386
B3LH11	B3LH11_YEAS1	SCRG_00615
B3LTP1	B3LTP1_YEAS1	SCRG_05212
B3RHB9	B3RHB9_YEAS1	BNA5 SCRG_04187
B3LRP4	B3LRP4_YEAS1	SCRG_04604
B3LQD5	B3LQD5_YEAS1	SCRG_03698
B3LQ94	B3LQ94_YEAS1	SCRG_03656
B3LKT2	B3LKT2_YEAS1	SCRG_02351
B3LH12	B3LH12_YEAS1	SCRG_00616
B3LRL6	B3LRL6_YEAS1	SCRG_04575
B3LFV1	B3LFV1_YEAS1	SCRG_00182
B3LQM0	B3LQM0_YEAS1	SCRG_03789
B3LS50	B3LS50_YEAS1	SCRG_04507
B3LKU4	B3LKU4_YEAS1	SCRG_02364
B3LK89	B3LK89_YEAS1	SCRG_02603
B3LPA2	B3LPA2_YEAS1	SCRG_03387
B3LFG2	B3LFG2_YEAS1	SCRG_00036
B3LG20	B3LG20_YEAS1	SCRG_00255
B3LSB2	B3LSB2_YEAS1	SCRG_04697
B3LIW3	B3LIW3_YEAS1	SCRG_01303
B3LHL1	B3LHL1_YEAS1	SCRG_01150
B3LKD2	B3LKD2_YEAS1	SCRG_02646
B3LRN6	B3LRN6_YEAS1	SCRG_04596
B3LML6	B3LML6_YEAS1	SCRG_02674
B3LP53	B3LP53_YEAS1	SCRG_03335
B3RH65	B3RH65_YEAS1	SCRG_04132
B3LTW8	B3LTW8_YEAS1	SCRG_05293
B3LPI5	B3LPI5_YEAS1	SCRG_03084
B3LGN5	B3LGN5_YEAS1	SCRG_00481
B3LI02	B3LI02_YEAS1	SCRG_00786
B3LRZ1	B3LRZ1_YEAS1	SCRG_04444
B3LQN6	B3LQN6_YEAS1	SCRG_03807
B3LR09	B3LR09_YEAS1	SCRG_03938
B3LNW2	B3LNW2_YEAS1	SCRG_03239
B3LPG1	B3LPG1_YEAS1	SCRG_03451
B3LGK3	B3LGK3_YEAS1	SCRG_00448
B3LQY1	B3LQY1_YEAS1	SCRG_03906
B3LNX5	B3LNX5_YEAS1	SCRG_03252
B3LPT6	B3LPT6_YEAS1	SCRG_03489
B3LQF5	B3LQF5_YEAS1	SCRG_03720
B3LKJ2	B3LKJ2_YEAS1	SCRG_02260
B3LGP6	B3LGP6_YEAS1	SCRG_00493
B3LP72	B3LP72_YEAS1	SCRG_03355
B3LUW5	B3LUW5_YEAS1	SCRG_05665
B3LKU1	B3LKU1_YEAS1	SCRG_02361
B3LNP1	B3LNP1_YEAS1	EFM6 SCRG_03166
B3LKF6	B3LKF6_YEAS1	SCRG_02224
B3RHH2	B3RHH2_YEAS1	SCRG_04242
B3LJ81	B3LJ81_YEAS1	SCRG_01429
B3LFM0	B3LFM0_YEAS1	SCRG_00098
B3LPE3	B3LPE3_YEAS1	SCRG_03433
B3LJ88	B3LJ88_YEAS1	SCRG_01438
B3LJW4	B3LJW4_YEAS1	SCRG_01681
B3LQI0	B3LQI0_YEAS1	SCRG_03745
B3LKI6	B3LKI6_YEAS1	SCRG_02254
B3LI76	B3LI76_YEAS1	SCRG_00866
B3LSL4	B3LSL4_YEAS1	SCRG_04812
B3LNU7	B3LNU7_YEAS1	SCRG_03224
B3LJ87	B3LJ87_YEAS1	SCRG_01436
B3LTH8	B3LTH8_YEAS1	SCRG_05147
B3LJA8	B3LJA8_YEAS1	SCRG_01458
B3LRC8	B3LRC8_YEAS1	SCRG_04064
B3LGJ3	B3LGJ3_YEAS1	SCRG_00438
B3LM15	B3LM15_YEAS1	SCRG_02014
B3RHE4	B3RHE4_YEAS1	SCRG_04212
B3RHF3	B3RHF3_YEAS1	SCRG_04221
B3LLB7	B3LLB7_YEAS1	SCRG_02548
B3LUH8	B3LUH8_YEAS1	SCRG_05514
B3LI36	B3LI36_YEAS1	SCRG_00821
B3LPT3	B3LPT3_YEAS1	SCRG_03486
B3LS53	B3LS53_YEAS1	SCRG_04510
B3LR88	B3LR88_YEAS1	SCRG_04023
B3LHW3	B3LHW3_YEAS1	SCRG_00745
B3LLQ7	B3LLQ7_YEAS1	SCRG_01901
B3LPB3	B3LPB3_YEAS1	SCRG_03401
B3LHF0	B3LHF0_YEAS1	SCRG_01083
B3LNC4	B3LNC4_YEAS1	SCRG_02947
B3LLL8	B3LLL8_YEAS1	SCRG_01861
B3LN06	B3LN06_YEAS1	SCRG_02817
B3LKF1	B3LKF1_YEAS1	SCRG_02666
B3LMN6	B3LMN6_YEAS1	SCRG_02694
B3LST2	B3LST2_YEAS1	SCRG_04881
B3LTW2	B3LTW2_YEAS1	SCRG_05287
B3LLJ3	B3LLJ3_YEAS1	SCRG_01836
B3LRG9	B3LRG9_YEAS1	SCRG_04110
B3LQP4	B3LQP4_YEAS1	SCRG_03816
B3LTT1	B3LTT1_YEAS1	SCRG_05256
B3LUD6	B3LUD6_YEAS1	SCRG_05470
B3LQJ5	B3LQJ5_YEAS1	SCRG_03761
B3RHC0	B3RHC0_YEAS1	SCRG_04188
B3LQB4	B3LQB4_YEAS1	SCRG_03677
B3LL15	B3LL15_YEAS1	SCRG_02440
B3LP71	B3LP71_YEAS1	SCRG_03354
B3LIL9	B3LIL9_YEAS1	SCRG_01011
B3LUZ0	B3LUZ0_YEAS1	SCRG_05690
B3LN13	B3LN13_YEAS1	SCRG_02825
B3LQ22	B3LQ22_YEAS1	SCRG_03580
B3LSF1	B3LSF1_YEAS1	SCRG_04738
B3LG33	B3LG33_YEAS1	SCRG_00269
B3LHH1	B3LHH1_YEAS1	SCRG_01104
B3LQ29	B3LQ29_YEAS1	SCRG_03587
B3LM06	B3LM06_YEAS1	SCRG_02005
B3LPV6	B3LPV6_YEAS1	SCRG_03509
B3LMP8	B3LMP8_YEAS1	SCRG_02706
B3LLF4	B3LLF4_YEAS1	SCRG_01794
B3LPK7	B3LPK7_YEAS1	SCRG_03106
B3LQS3	B3LQS3_YEAS1	SCRG_03846
B3LS92	B3LS92_YEAS1	SCRG_04676
B3LUJ6	B3LUJ6_YEAS1	SCRG_05534
B3LFD7	B3LFD7_YEAS1	SCRG_00009
B3LK43	B3LK43_YEAS1	SCRG_01763
B3LT66	B3LT66_YEAS1	SCRG_05082
B3LQR5	B3LQR5_YEAS1	SCRG_03838
B3LGF9	B3LGF9_YEAS1	SCRG_00401
B3LJD1	B3LJD1_YEAS1	SCRG_01482
B3LHF9	B3LHF9_YEAS1	PAN2 SCRG_01092
B3LJK2	B3LJK2_YEAS1	SCRG_01562
B3LUM8	B3LUM8_YEAS1	SCRG_05566
B3LGN1	B3LGN1_YEAS1	SCRG_00477
B3LLQ6	B3LLQ6_YEAS1	SCRG_01900
B3LU33	B3LU33_YEAS1	SCRG_05358
B3LQJ7	B3LQJ7_YEAS1	SCRG_03763
B3RHP0	B3RHP0_YEAS1	SCRG_04315
B3RH63	B3RH63_YEAS1	SCRG_04130
B3LRL0	B3LRL0_YEAS1	SCRG_04569
B3LIR2	B3LIR2_YEAS1	SCRG_01250
B3LG06	B3LG06_YEAS1	SCRG_00241
B3LM90	B3LM90_YEAS1	SCRG_02096
B3LFJ1	B3LFJ1_YEAS1	SCRG_00066
B3LM27	B3LM27_YEAS1	SCRG_02030
B3LHP0	B3LHP0_YEAS1	SCRG_01180
B3LPI6	B3LPI6_YEAS1	SCRG_03085
B3LJQ7	B3LJQ7_YEAS1	SCRG_01621
B3LMZ6	B3LMZ6_YEAS1	SCRG_02807
B3LQ81	B3LQ81_YEAS1	SCRG_03640
B3LHH0	B3LHH0_YEAS1	SCRG_01103
B3LFE2	B3LFE2_YEAS1	SCRG_00014
B3LLH9	B3LLH9_YEAS1	SCRG_01821
B3LNR9	B3LNR9_YEAS1	SCRG_03195
B3LQZ0	B3LQZ0_YEAS1	SCRG_03915
B3LIA8	B3LIA8_YEAS1	SCRG_00898
B3LHY7	B3LHY7_YEAS1	SCRG_00771
B3LID8	B3LID8_YEAS1	SCRG_00929
B3LFY7	B3LFY7_YEAS1	SCRG_00221
B3LR57	B3LR57_YEAS1	SCRG_03991
B3LPT8	B3LPT8_YEAS1	SCRG_03491
B3LMA0	B3LMA0_YEAS1	SCRG_02106
B3LFF3	B3LFF3_YEAS1	SCRG_00026
B3LMF3	B3LMF3_YEAS1	SCRG_02161
B3LLV0	B3LLV0_YEAS1	SCRG_01949
B3LTV7	B3LTV7_YEAS1	SCRG_05282
B3LH13	B3LH13_YEAS1	SCRG_00617
B3LI12	B3LI12_YEAS1	SCRG_00796
B3LFD4	B3LFD4_YEAS1	FDC1 SCRG_00006
B3LSP2	B3LSP2_YEAS1	SCRG_04840
B3LNA8	B3LNA8_YEAS1	SCRG_02929
B3LJD9	B3LJD9_YEAS1	SCRG_01491
B3LHR0	B3LHR0_YEAS1	SCRG_01201
B3LSJ3	B3LSJ3_YEAS1	SCRG_04787
B3LGA1	B3LGA1_YEAS1	SCRG_00339
B3LSL1	B3LSL1_YEAS1	SCRG_04809
B3LM42	B3LM42_YEAS1	SCRG_02045
B3LIA4	B3LIA4_YEAS1	SCRG_00894
B3LTX7	B3LTX7_YEAS1	SCRG_05302
B3LGP1	B3LGP1_YEAS1	SCRG_00487
B3LIB0	B3LIB0_YEAS1	SCRG_00900
B3LGW2	B3LGW2_YEAS1	SCRG_00563
B3LGM7	B3LGM7_YEAS1	SCRG_00473
B3LG40	B3LG40_YEAS1	SCRG_00277
B3LR93	B3LR93_YEAS1	SCRG_04028
B3LJS8	B3LJS8_YEAS1	SCRG_01643
B3LJ49	B3LJ49_YEAS1	SCRG_01396
B3LRY4	B3LRY4_YEAS1	SCRG_04437
B3LP08	B3LP08_YEAS1	SCRG_03286
B3LLE4	B3LLE4_YEAS1	SCRG_01784
B3LGT3	B3LGT3_YEAS1	SCRG_00533
B3LSY5	B3LSY5_YEAS1	SCRG_05000
B3LJR1	B3LJR1_YEAS1	SCRG_01626
B3LTD6	B3LTD6_YEAS1	SCRG_04954
B3LLL9	B3LLL9_YEAS1	SCRG_01862
B3LH37	B3LH37_YEAS1	SCRG_00642
B3LJT3	B3LJT3_YEAS1	SCRG_01648
B3LMV5	B3LMV5_YEAS1	SCRG_02764
B3LU53	B3LU53_YEAS1	SCRG_05379
B3LJG6	B3LJG6_YEAS1	SCRG_01519
B3LUW6	B3LUW6_YEAS1	SCRG_05666
B3LQN3	B3LQN3_YEAS1	SCRG_03804
B3LM28	B3LM28_YEAS1	SCRG_02031
B3LP97	B3LP97_YEAS1	SCRG_03381
B3LM34	B3LM34_YEAS1	TIF34 SCRG_02037
B3LHS4	B3LHS4_YEAS1	SCRG_01216
B3LFU0	B3LFU0_YEAS1	SCRG_00170
B3LFI9	B3LFI9_YEAS1	SCRG_00064
B3LKZ0	B3LKZ0_YEAS1	SCRG_02413
B3LJY5	B3LJY5_YEAS1	SCRG_01703
B3LTG8	B3LTG8_YEAS1	SCRG_04991
B3LKT7	B3LKT7_YEAS1	SCRG_02357
B3LSY1	B3LSY1_YEAS1	SCRG_04996
B3LK92	B3LK92_YEAS1	SCRG_02606
B3LFG6	B3LFG6_YEAS1	SCRG_00041
B3LU08	B3LU08_YEAS1	SCRG_05333
B3LN12	B3LN12_YEAS1	SCRG_02824
B3LKL4	B3LKL4_YEAS1	SCRG_02283
B3LIP4	B3LIP4_YEAS1	SCRG_01039
B3LG91	B3LG91_YEAS1	SCRG_00328
B3LT32	B3LT32_YEAS1	SCRG_05047
B3LUD4	B3LUD4_YEAS1	SCRG_05467
B3LH99	B3LH99_YEAS1	SCRG_00709
B3LP69	B3LP69_YEAS1	SCRG_03352
B3LHH8	B3LHH8_YEAS1	SCRG_01112
B3LMX6	B3LMX6_YEAS1	SCRG_02785
B3LTM1	B3LTM1_YEAS1	SCRG_05192
B3LRK2	B3LRK2_YEAS1	SCRG_04561
B3LKC8	B3LKC8_YEAS1	SCRG_02642
B3LLJ9	B3LLJ9_YEAS1	SCRG_01842
B3RHQ2	B3RHQ2_YEAS1	SCRG_04327
B3LK79	B3LK79_YEAS1	SCRG_02593
B3RHL8	B3RHL8_YEAS1	SCRG_04292
B3LKT3	B3LKT3_YEAS1	SCRG_02352
B3LH07	B3LH07_YEAS1	SCRG_00611
B3LPE2	B3LPE2_YEAS1	SCRG_03432
B3LQ04	B3LQ04_YEAS1	SCRG_03560
B3LGG0	B3LGG0_YEAS1	SCRG_00402
B3LRY7	B3LRY7_YEAS1	SCRG_04440
B3LNT7	B3LNT7_YEAS1	SCRG_03214
B3LTS4	B3LTS4_YEAS1	SCRG_05248
B3LU90	B3LU90_YEAS1	SCRG_05418
B3LN65	B3LN65_YEAS1	SCRG_02879
B3LIY7	B3LIY7_YEAS1	SCRG_01330
B3LLS7	B3LLS7_YEAS1	SCRG_01922
B3RH64	B3RH64_YEAS1	SCRG_04131
B3LGZ4	B3LGZ4_YEAS1	SCRG_00598
B3LMM7	B3LMM7_YEAS1	SCRG_02685
B3LT83	B3LT83_YEAS1	SCRG_05100
B3LFJ5	B3LFJ5_YEAS1	SCRG_00070
B3LU04	B3LU04_YEAS1	SCRG_05329
B3LLJ5	B3LLJ5_YEAS1	SCRG_01838
B3LP24	B3LP24_YEAS1	SCRG_03304
B3LLN6	B3LLN6_YEAS1	SCRG_01879
B3LI18	B3LI18_YEAS1	SCRG_00802
B3LU18	B3LU18_YEAS1	SCRG_05343
B3LII5	B3LII5_YEAS1	SCRG_00977
B3LHY6	B3LHY6_YEAS1	SCRG_00770
B3LH74	B3LH74_YEAS1	SCRG_00683
B3LGB8	B3LGB8_YEAS1	SCRG_00357
B3LMJ9	B3LMJ9_YEAS1	SCRG_02208
B3LS65	B3LS65_YEAS1	SCRG_04524
B3LHR8	B3LHR8_YEAS1	SCRG_01210
B3LS89	B3LS89_YEAS1	SCRG_04673
B3LR96	B3LR96_YEAS1	SCRG_04031
B3LR33	B3LR33_YEAS1	SCRG_03962
B3LU68	B3LU68_YEAS1	SCRG_05395
B3LQF3	B3LQF3_YEAS1	SCRG_03717
B3LGV3	B3LGV3_YEAS1	SCRG_00554
B3LTX3	B3LTX3_YEAS1	SCRG_05298
B3LN95	B3LN95_YEAS1	SCRG_02913
B3LIY1	B3LIY1_YEAS1	SCRG_01322
B3LP34	B3LP34_YEAS1	SCRG_03314
B3LMM5	B3LMM5_YEAS1	SCRG_02683
B3LMA6	B3LMA6_YEAS1	SCRG_02112
B3LKB8	B3LKB8_YEAS1	SCRG_02632
B3LH94	B3LH94_YEAS1	SCRG_00704
B3LQ30	B3LQ30_YEAS1	SCRG_03588
B3LKV9	B3LKV9_YEAS1	SCRG_02381
B3LTM7	B3LTM7_YEAS1	SCRG_05198
B3LJR9	B3LJR9_YEAS1	SCRG_01634
B3LMT7	B3LMT7_YEAS1	SCRG_02745
B3LUS1	B3LUS1_YEAS1	SCRG_05610
B3LT23	B3LT23_YEAS1	SCRG_05038
B3LKC2	B3LKC2_YEAS1	SCRG_02636
B3RHI4	B3RHI4_YEAS1	SCRG_04254
B3LPP4	B3LPP4_YEAS1	SCRG_03146
B3LMY8	B3LMY8_YEAS1	SCRG_02798
B3LFH7	B3LFH7_YEAS1	SCRG_00052
B3LL81	B3LL81_YEAS1	SCRG_02510
B3LT53	B3LT53_YEAS1	SCRG_05069
B3LJZ9	B3LJZ9_YEAS1	SCRG_01717
B3RHE8	B3RHE8_YEAS1	SCRG_04216
B3LFM4	B3LFM4_YEAS1	SCRG_00102
B3LRP8	B3LRP8_YEAS1	SCRG_04609
B3RHR2	B3RHR2_YEAS1	SCRG_04337
B3LGT5	B3LGT5_YEAS1	SCRG_00535
B3RHW5	B3RHW5_YEAS1	SCRG_04394
B3LJP2	B3LJP2_YEAS1	SCRG_01606
B3LSQ9	B3LSQ9_YEAS1	SCRG_04857
B3LHM1	B3LHM1_YEAS1	SCRG_01160
B3LKV4	B3LKV4_YEAS1	SCRG_02375
B3LM45	B3LM45_YEAS1	SCRG_02048
B3LIK0	B3LIK0_YEAS1	SCRG_00992
B3LJH3	B3LJH3_YEAS1	SCRG_01526
B3LTF2	B3LTF2_YEAS1	SCRG_04971
B3LTC8	B3LTC8_YEAS1	SCRG_04945
B3LTF9	B3LTF9_YEAS1	SCRG_04980
B3LPM0	B3LPM0_YEAS1	SCRG_03119
B3LPX6	B3LPX6_YEAS1	SCRG_03531
B3LN01	B3LN01_YEAS1	SCRG_02812
B3LGE8	B3LGE8_YEAS1	SCRG_00390
B3LKS7	B3LKS7_YEAS1	SCRG_02346
B3LHB4	B3LHB4_YEAS1	SCRG_00725
B3LFZ4	B3LFZ4_YEAS1	SCRG_00229
B3LFM2	B3LFM2_YEAS1	SCRG_00100
B3LPH3	B3LPH3_YEAS1	SCRG_03072
B3LGF3	B3LGF3_YEAS1	SCRG_00395
B3LHT6	B3LHT6_YEAS1	SCRG_01228
B3LRZ5	B3LRZ5_YEAS1	SCRG_04448
B3RHV6	B3RHV6_YEAS1	SCRG_04385
B3LKM7	B3LKM7_YEAS1	SCRG_02296
B3LPE9	B3LPE9_YEAS1	SCRG_03439
B3LG90	B3LG90_YEAS1	SCRG_00327
B3LR41	B3LR41_YEAS1	SCRG_03972
B3LMY3	B3LMY3_YEAS1	SCRG_02793
B3LKK7	B3LKK7_YEAS1	SCRG_02276
B3LPF5	B3LPF5_YEAS1	SCRG_03445
B3LSF8	B3LSF8_YEAS1	SCRG_04746
B3LJI6	B3LJI6_YEAS1	SCRG_01546
B3LPF3	B3LPF3_YEAS1	SCRG_03443
B3LSJ9	B3LSJ9_YEAS1	SCRG_04795
B3LKD6	B3LKD6_YEAS1	SCRG_02650
B3LHU3	B3LHU3_YEAS1	SCRG_01235
B3LFR9	B3LFR9_YEAS1	SCRG_00149
B3LT29	B3LT29_YEAS1	SCRG_05044
B3LJY2	B3LJY2_YEAS1	SCRG_01699
B3LPW0	B3LPW0_YEAS1	SCRG_03513
B3LUN1	B3LUN1_YEAS1	SCRG_05569
B3LI70	B3LI70_YEAS1	SCRG_00860
B3LQR9	B3LQR9_YEAS1	SCRG_03842
B3LMK8	B3LMK8_YEAS1	SCRG_02217
B3LRI9	B3LRI9_YEAS1	SCRG_04547
B3LMA7	B3LMA7_YEAS1	SCRG_02113
B3LFF4	B3LFF4_YEAS1	SCRG_00027
B3LHM0	B3LHM0_YEAS1	SCRG_01159
B3LPK8	B3LPK8_YEAS1	SCRG_03107
B3LNV5	B3LNV5_YEAS1	SCRG_03232
B3LKF9	B3LKF9_YEAS1	SCRG_02227
B3LMX8	B3LMX8_YEAS1	SCRG_02787
B3LFK6	B3LFK6_YEAS1	SCRG_00081
B3LRJ6	B3LRJ6_YEAS1	SCRG_04555
B3LU41	B3LU41_YEAS1	SCRG_05366
B3LLP2	B3LLP2_YEAS1	SCRG_01886
B3LQF9	B3LQF9_YEAS1	SCRG_03724
B3LNP8	B3LNP8_YEAS1	SCRG_03173
B3LRG0	B3LRG0_YEAS1	SCRG_04101
