Entry	Entry name	Gene names
C8ZBG4	C8ZBG4_YEAS8	EC1118_1J11_2685g
D3UF20	D3UF20_YEAS8	EC1118_1B15_4555g
C8ZFI7	C8ZFI7_YEAS8	EC1118_1M3_5358g
C8Z958	C8Z958_YEAS8	EC1118_1G1_4863g
C8Z6T1	C8Z6T1_YEAS8	EC1118_1E8_0144g
C8Z3K2	C8Z3K2_YEAS8	EC1118_1A20_0562g
C8Z716	C8Z716_YEAS8	EC1118_1E8_1123g
D3UED4	D3UED4_YEAS8	EC1118_1B15_1695g
C8Z836	C8Z836_YEAS8	MDM34 MMM2 EC1118_1G1_0529g
C8ZH45	C8ZH45_YEAS8	EC1118_1O4_5292g
C8ZCP5	C8ZCP5_YEAS8	EC1118_1K5_3510g
C8ZAR2	C8ZAR2_YEAS8	EC1118_1I12_2190g
C8Z4T8	C8Z4T8_YEAS8	EC1118_1D0_2597g
C8ZFE1	C8ZFE1_YEAS8	EC1118_1M3_4841g
C8Z9S6	C8Z9S6_YEAS8	EC1118_1H13_1013g
C8Z5Z8	C8Z5Z8_YEAS8	EC1118_1D0_7459g
D3UEJ8	D3UEJ8_YEAS8	EC1118_1B15_2509g
C8ZEY5	C8ZEY5_YEAS8	EC1118_1M3_3070g
C8ZAB2	C8ZAB2_YEAS8	EC1118_1H23_0166g
C8Z7J9	C8Z7J9_YEAS8	EC1118_1E8_3268g
C8ZDZ2	C8ZDZ2_YEAS8	EC1118_1L7_2575g
C8ZHI1	C8ZHI1_YEAS8	EC1118_1O4_0287g
D3UEP6	D3UEP6_YEAS8	EC1118_1B15_3103g
C8ZIZ7	C8ZIZ7_YEAS8	EC1118_1P2_2762g
C8Z7Z5	C8Z7Z5_YEAS8	EC1118_1F29_0056g
C8ZJG7	C8ZJG7_YEAS8	EC1118_1P2_4786g
C8Z8C2	C8Z8C2_YEAS8	EC1118_1G1_1552g
C8ZA09	C8ZA09_YEAS8	EC1118_1H13_1981g
C8ZCH2	C8ZCH2_YEAS8	EC1118_1K5_2630g
C8ZDB5	C8ZDB5_YEAS8	EC1118_1L10_2322g
C8ZF18	C8ZF18_YEAS8	EC1118_1M3_3433g
C8ZBA4	C8ZBA4_YEAS8	EC1118_1J11_1959g
C8ZDK6	C8ZDK6_YEAS8	EC1118_1L7_0903g
C8ZC67	C8ZC67_YEAS8	EC1118_1K5_1266g
C8ZGH3	C8ZGH3_YEAS8	EC1118_1N9_3158g
C8ZIV7	C8ZIV7_YEAS8	EC1118_1P2_2300g
C8Z3R3	C8Z3R3_YEAS8	EC1118_1B15_0309g
C8ZCG5	C8ZCG5_YEAS8	EC1118_1K5_2553g
C8Z7J1	C8Z7J1_YEAS8	EC1118_1E8_3169g
C8ZFK4	C8ZFK4_YEAS8	EC1118_1N18_0111g
C8Z982	C8Z982_YEAS8	EC1118_1G1_5171g
C8Z440	C8Z440_YEAS8	EC1118_1C17_0188g
C8ZHB0	C8ZHB0_YEAS8	EC1118_1O4_6095g
C8ZG87	C8ZG87_YEAS8	EC1118_1N9_2135g
C8ZCM0	C8ZCM0_YEAS8	EC1118_1K5_3202g
C8Z8R3	C8Z8R3_YEAS8	EC1118_1G1_3202g
C8ZIZ2	C8ZIZ2_YEAS8	EC1118_1P2_2707g
C8Z9F7	C8Z9F7_YEAS8	EC1118_1G1_6029g
C8Z413	C8Z413_YEAS8	EC1118_1B15_1486g
C8Z916	C8Z916_YEAS8	EC1118_1G1_4401g
C8Z3H2	C8Z3H2_YEAS8	EC1118_1A20_0496g
C8Z6A9	C8Z6A9_YEAS8	EC1118_1D0_0122g
C8ZD46	C8ZD46_YEAS8	EC1118_1L10_1519g
C8Z881	C8Z881_YEAS8	EC1118_1G1_1090g
C8ZCV4	C8ZCV4_YEAS8	EC1118_1L10_0485g
C8ZH52	C8ZH52_YEAS8	EC1118_1O4_5380g
C8Z7F2	C8Z7F2_YEAS8	EC1118_1E8_2707g
C8ZI72	C8ZI72_YEAS8	EC1118_1O4_3191g
D3UF81	D3UF81_YEAS8	EC1118_1J11_2806g
C8ZCA5	C8ZCA5_YEAS8	EC1118_1K5_1772g
C8Z584	C8Z584_YEAS8	EC1118_1D0_4313g
C8ZDR1	C8ZDR1_YEAS8	EC1118_1L7_1574g
C8Z7X7	C8Z7X7_YEAS8	EC1118_1F14_1442g
C8ZCT8	C8ZCT8_YEAS8	EC1118_1L10_0298g
C8ZH47	C8ZH47_YEAS8	EC1118_1O4_5314g
C8ZHI4	C8ZHI4_YEAS8	EC1118_1O4_0331g
C8Z9J9	C8Z9J9_YEAS8	EC1118_1H13_0133g
C8Z403	C8Z403_YEAS8	EC1118_1B15_1376g
C8Z4E4	C8Z4E4_YEAS8	EC1118_1C17_1398g
C8ZDE6	C8ZDE6_YEAS8	EC1118_1L7_0133g
C8Z5K5	C8Z5K5_YEAS8	EC1118_1D0_5754g
C8ZGX1	C8ZGX1_YEAS8	EC1118_1O4_4412g
C8ZHD2	C8ZHD2_YEAS8	EC1118_1O4_6359g
C8ZFV2	C8ZFV2_YEAS8	EC1118_1N18_1244g
C8ZGR4	C8ZGR4_YEAS8	EC1118_1O4_3708g
C8Z946	C8Z946_YEAS8	EC1118_1G1_4731g
C8ZC80	C8ZC80_YEAS8	EC1118_1K5_1453g
C8Z7I9	C8Z7I9_YEAS8	EC1118_1E8_3147g
C8Z533	C8Z533_YEAS8	EC1118_1D0_3708g
C8ZFX6	C8ZFX6_YEAS8	EC1118_1N9_0771g
C8ZG64	C8ZG64_YEAS8	EC1118_1N9_1860g
C8Z5T0	C8Z5T0_YEAS8	EC1118_1D0_6645g
D3UEE9	D3UEE9_YEAS8	EC1118_1B15_1871g
C8Z4H7	C8Z4H7_YEAS8	EC1118_1C17_1772g
C8ZE68	C8ZE68_YEAS8	EC1118_1M36_0034g
C8ZIH6	C8ZIH6_YEAS8	EC1118_1P2_0804g
C8Z4R4	C8Z4R4_YEAS8	EC1118_1D0_2322g
C8Z7X9	C8Z7X9_YEAS8	EC1118_1F14_1464g
C8Z4H4	C8Z4H4_YEAS8	EC1118_1C17_1739g
C8ZGZ5	C8ZGZ5_YEAS8	EC1118_1O4_4709g
C8ZCX2	C8ZCX2_YEAS8	EC1118_1L10_0694g
C8ZAP9	C8ZAP9_YEAS8	EC1118_1I12_2047g
C8ZHU7	C8ZHU7_YEAS8	EC1118_1O4_1673g
C8Z9W9	C8Z9W9_YEAS8	EC1118_1H13_1486g
C8ZBE3	C8ZBE3_YEAS8	EC1118_1J11_2443g
C8ZAW2	C8ZAW2_YEAS8	EC1118_1I12_0210g
C8ZHU6	C8ZHU6_YEAS8	EC1118_1O4_1662g
C8Z5S6	C8Z5S6_YEAS8	EC1118_1D0_6590g
C8ZFP9	C8ZFP9_YEAS8	EC1118_1N18_0639g
C8ZGL9	C8ZGL9_YEAS8	EC1118_1N9_0298g
C8Z672	C8Z672_YEAS8	EC1118_1D0_8339g
C8ZA57	C8ZA57_YEAS8	EC1118_1H21_0507g
C8Z8L9	C8Z8L9_YEAS8	EC1118_1G1_2718g
C8Z9S3	C8Z9S3_YEAS8	EC1118_1H13_0980g
C8ZHV6	C8ZHV6_YEAS8	MDM12 EC1118_1O4_1783g
C8Z6L3	C8Z6L3_YEAS8	EC1118_1D0_1343g
D3UEV1	D3UEV1_YEAS8	EC1118_1B15_3741g
C8Z9M0	C8Z9M0_YEAS8	EC1118_1H13_0375g
C8Z831	C8Z831_YEAS8	EC1118_1G1_0474g
C8Z671	C8Z671_YEAS8	EC1118_1D0_8328g
C8Z696	C8Z696_YEAS8	EC1118_1D0_8614g
C8Z6X6	C8Z6X6_YEAS8	EC1118_1E8_0650g
C8Z8P6	C8Z8P6_YEAS8	EC1118_1G1_3015g
C8Z4D9	C8Z4D9_YEAS8	EC1118_1C17_1343g
C8ZAJ9	C8ZAJ9_YEAS8	EC1118_1I12_1442g
C8Z9N7	C8Z9N7_YEAS8	EC1118_1H13_0573g
C8ZDQ8	C8ZDQ8_YEAS8	EC1118_1L7_1530g
C8ZGA0	C8ZGA0_YEAS8	EC1118_1N9_2278g
C8ZAJ2	C8ZAJ2_YEAS8	EC1118_1I12_1365g
C8ZJA3	C8ZJA3_YEAS8	EC1118_1P2_4016g
C8ZHY6	C8ZHY6_YEAS8	EC1118_1O4_2168g
C8ZD19	C8ZD19_YEAS8	EC1118_1L10_1211g
C8ZJD6	C8ZJD6_YEAS8	EC1118_1P2_4412g
C8Z8G5	C8Z8G5_YEAS8	EC1118_1G1_2069g
C8ZCV6	C8ZCV6_YEAS8	EC1118_1L10_0507g
C8ZGS0	C8ZGS0_YEAS8	EC1118_1O4_3774g
C8ZF66	C8ZF66_YEAS8	EC1118_1M3_3983g
C8Z437	C8Z437_YEAS8	EC1118_1C17_0155g
C8ZGF6	C8ZGF6_YEAS8	EC1118_1N9_2938g
C8ZAY3	C8ZAY3_YEAS8	EC1118_1I12_0452g
C8ZEK3	C8ZEK3_YEAS8	EC1118_1M3_1530g
D3UEY8	D3UEY8_YEAS8	EC1118_1B15_4192g
C8ZA10	C8ZA10_YEAS8	EC1118_1H13_1992g
C8ZHW6	C8ZHW6_YEAS8	EC1118_1O4_1904g
C8ZE12	C8ZE12_YEAS8	EC1118_1L7_2817g
C8ZGW2	C8ZGW2_YEAS8	EC1118_1O4_4302g
C8ZD81	C8ZD81_YEAS8	EC1118_1L10_1915g
D3UEZ1	D3UEZ1_YEAS8	EC1118_1B15_4225g
C8ZBR7	C8ZBR7_YEAS8	EC1118_1J19_0705g
C8ZEX3	C8ZEX3_YEAS8	EC1118_1M3_2938g
C8Z4S4	C8Z4S4_YEAS8	EC1118_1D0_2432g
D3UF34	D3UF34_YEAS8	EC1118_1B15_4720g
C8ZHG3	C8ZHG3_YEAS8	EC1118_1O4_0078g
C8ZFJ9	C8ZFJ9_YEAS8	EC1118_1N18_0056g
C8ZAB0	C8ZAB0_YEAS8	EC1118_1H23_0144g
C8ZC81	C8ZC81_YEAS8	EC1118_1K5_1464g
C8ZIL4	C8ZIL4_YEAS8	EC1118_1P2_1255g
C8ZD00	C8ZD00_YEAS8	EC1118_1L10_1002g
C8Z8X7	C8Z8X7_YEAS8	EC1118_1G1_3939g
C8ZGK5	C8ZGK5_YEAS8	EC1118_1N9_0133g
C8Z9U6	C8Z9U6_YEAS8	EC1118_1H13_1233g
C8Z577	C8Z577_YEAS8	EC1118_1D0_4225g
C8ZBT5	C8ZBT5_YEAS8	EC1118_1J19_0903g
C8ZFZ6	C8ZFZ6_YEAS8	EC1118_1N9_1024g
C8Z7B7	C8Z7B7_YEAS8	EC1118_1E8_2311g
C8ZJJ1	C8ZJJ1_YEAS8	EC1118_1P2_5061g
C8Z7G1	C8Z7G1_YEAS8	EC1118_1E8_2817g
C8ZD37	C8ZD37_YEAS8	EC1118_1L10_1409g
C8Z6I1	C8Z6I1_YEAS8	EC1118_1D0_0980g
C8ZF84	C8ZF84_YEAS8	EC1118_1M3_4192g
C8ZC20	C8ZC20_YEAS8	EC1118_1K5_0727g
C8ZFZ9	C8ZFZ9_YEAS8	EC1118_1N9_1057g
C8ZDC6	C8ZDC6_YEAS8	EC1118_1L10_2454g
C8Z7D6	C8Z7D6_YEAS8	EC1118_1E8_2531g
C8ZGC2	C8ZGC2_YEAS8	EC1118_1N9_2531g
C8ZG59	C8ZG59_YEAS8	PSD1 EC1118_1N9_1805g
C8ZF75	C8ZF75_YEAS8	EC1118_1M3_4093g
C8ZBM4	C8ZBM4_YEAS8	EC1118_1J19_0221g
C8ZII9	C8ZII9_YEAS8	EC1118_1P2_0958g
C8ZIG2	C8ZIG2_YEAS8	EC1118_1P2_0639g
C8ZAW1	C8ZAW1_YEAS8	EC1118_1I12_0199g
C8ZGI2	C8ZGI2_YEAS8	EC1118_1N9_3257g
C8Z518	C8Z518_YEAS8	EC1118_1D0_3532g
C8ZA52	C8ZA52_YEAS8	EC1118_1H21_0430g
C8Z966	C8Z966_YEAS8	PSD2 EC1118_1G1_4951g
C8ZDS9	C8ZDS9_YEAS8	EC1118_1L7_1794g
C8ZCI6	C8ZCI6_YEAS8	EC1118_1K5_2806g
C8Z3M7	C8Z3M7_YEAS8	EC1118_1A20_0067g
C8Z567	C8Z567_YEAS8	EC1118_1D0_4104g
C8ZHJ5	C8ZHJ5_YEAS8	EC1118_1O4_0452g
C8ZE57	C8ZE57_YEAS8	EC1118_1L7_3378g
C8ZGK8	C8ZGK8_YEAS8	EC1118_1N9_0166g
C8ZJ44	C8ZJ44_YEAS8	EC1118_1P2_3345g
C8ZF83	C8ZF83_YEAS8	EC1118_1M3_4181g
D3UEK8	D3UEK8_YEAS8	EC1118_1B15_2641g
C8ZGW4	C8ZGW4_YEAS8	EC1118_1O4_4324g
D3UF53	D3UF53_YEAS8	EC1118_1J11_0980g
C8ZHI0	C8ZHI0_YEAS8	EC1118_1O4_0276g
C8Z902	C8Z902_YEAS8	EC1118_1G1_4236g
C8ZHV8	C8ZHV8_YEAS8	EC1118_1O4_1805g
C8Z9V0	C8Z9V0_YEAS8	EC1118_1H13_1277g
C8ZDS2	C8ZDS2_YEAS8	EC1118_1L7_1695g
C8Z5F8	C8Z5F8_YEAS8	EC1118_1D0_5215g
D3UEJ7	D3UEJ7_YEAS8	EC1118_1B15_2498g
C8ZEF4	C8ZEF4_YEAS8	EC1118_1M3_0958g
C8ZEQ1	C8ZEQ1_YEAS8	EC1118_1M3_2102g
C8Z9H3	C8Z9H3_YEAS8	EC1118_1G1_6205g
C8ZDS4	C8ZDS4_YEAS8	EC1118_1L7_1717g
C8ZDI8	C8ZDI8_YEAS8	EC1118_1L7_0694g
C8Z8U4	C8Z8U4_YEAS8	EC1118_1G1_3554g
C8ZHH0	C8ZHH0_YEAS8	EC1118_1O4_0166g
C8ZCV9	C8ZCV9_YEAS8	EC1118_1L10_0540g
C8Z8Y7	C8Z8Y7_YEAS8	EC1118_1G1_4049g
C8ZEX4	C8ZEX4_YEAS8	EC1118_1M3_2949g
C8ZIX3	C8ZIX3_YEAS8	EC1118_1P2_2476g
C8ZAP8	C8ZAP8_YEAS8	EC1118_1I12_2036g
C8Z5K4	C8Z5K4_YEAS8	EC1118_1D0_5743g
C8Z832	C8Z832_YEAS8	EC1118_1G1_0485g
C8ZI67	C8ZI67_YEAS8	EC1118_1O4_3136g
C8ZJ14	C8ZJ14_YEAS8	EC1118_1P2_2960g
C8ZHX0	C8ZHX0_YEAS8	EC1118_1O4_1948g
C8ZIW1	C8ZIW1_YEAS8	EC1118_1P2_2344g
C8ZCE5	C8ZCE5_YEAS8	EC1118_1K5_2311g
D3UEZ5	D3UEZ5_YEAS8	EC1118_1B15_4280g
C8Z3H6	C8Z3H6_YEAS8	EC1118_1A20_0837g
C8ZJF0	C8ZJF0_YEAS8	EC1118_1P2_4599g
C8Z4Q0	C8Z4Q0_YEAS8	EC1118_1D0_2168g
C8ZIT6	C8ZIT6_YEAS8	EC1118_1P2_2069g
C8Z928	C8Z928_YEAS8	EC1118_1G1_4533g
C8Z896	C8Z896_YEAS8	EC1118_1G1_1255g
C8Z5I8	C8Z5I8_YEAS8	EC1118_1D0_5556g
C8ZIE8	C8ZIE8_YEAS8	EC1118_1P2_0485g
C8Z9R0	C8Z9R0_YEAS8	EC1118_1H13_0837g
C8Z9N3	C8Z9N3_YEAS8	EC1118_1H13_0518g
C8ZHZ9	C8ZHZ9_YEAS8	EC1118_1O4_2344g
C8Z6X9	C8Z6X9_YEAS8	EC1118_1E8_0683g
C8ZJ64	C8ZJ64_YEAS8	EC1118_1P2_3576g
C8ZE22	C8ZE22_YEAS8	EC1118_1L7_2949g
C8Z9F2	C8Z9F2_YEAS8	EC1118_1G1_5974g
C8Z6L7	C8Z6L7_YEAS8	EC1118_1D0_1387g
C8Z7G4	C8Z7G4_YEAS8	EC1118_1E8_2850g
C8ZCH7	C8ZCH7_YEAS8	EC1118_1K5_2685g
C8ZDE3	C8ZDE3_YEAS8	EC1118_1L7_0100g
C8Z882	C8Z882_YEAS8	EC1118_1G1_1101g
C8Z3I5	C8Z3I5_YEAS8	EC1118_1A20_0925g
C8ZCW2	C8ZCW2_YEAS8	EC1118_1L10_0573g
C8Z491	C8Z491_YEAS8	EC1118_1C17_0771g
C8ZJ54	C8ZJ54_YEAS8	EC1118_1P2_3466g
C8Z8K0	C8Z8K0_YEAS8	EC1118_1G1_2476g
C8Z9P1	C8Z9P1_YEAS8	EC1118_1H13_0628g
C8ZIH3	C8ZIH3_YEAS8	EC1118_1P2_0771g
C8Z776	C8Z776_YEAS8	EC1118_1E8_1838g
C8ZDL3	C8ZDL3_YEAS8	EC1118_1L7_0980g
C8ZCU8	C8ZCU8_YEAS8	EC1118_1L10_0419g
C8ZC38	C8ZC38_YEAS8	EC1118_1K5_0936g
C8Z4M3	C8Z4M3_YEAS8	EC1118_1D0_1849g
C8ZIB2	C8ZIB2_YEAS8	EC1118_1P2_0078g
C8ZC59	C8ZC59_YEAS8	EC1118_1K5_1178g
C8ZHP0	C8ZHP0_YEAS8	EC1118_1O4_0991g
C8ZAQ8	C8ZAQ8_YEAS8	EC1118_1I12_2146g
C8ZE82	C8ZE82_YEAS8	EC1118_1M3_0133g
C8Z6F9	C8Z6F9_YEAS8	EC1118_1D0_0727g
C8Z4V1	C8Z4V1_YEAS8	EC1118_1D0_2740g
C8Z453	C8Z453_YEAS8	EC1118_1C17_0342g
C8ZA24	C8ZA24_YEAS8	EC1118_1H21_0111g
C8ZES5	C8ZES5_YEAS8	EC1118_1M3_2388g
C8ZBN6	C8ZBN6_YEAS8	EC1118_1J19_0353g
C8ZDP7	C8ZDP7_YEAS8	EC1118_1L7_1376g
C8Z5Q6	C8Z5Q6_YEAS8	EC1118_1D0_6359g
C8ZG98	C8ZG98_YEAS8	NAT10 EC1118_1N9_2256g
C8Z788	C8Z788_YEAS8	EC1118_1E8_1970g
C8ZBQ0	C8ZBQ0_YEAS8	EC1118_1J19_0507g
C8Z634	C8Z634_YEAS8	EC1118_1D0_7888g
C8Z8P2	C8Z8P2_YEAS8	EC1118_1G1_2971g
C8ZBX8	C8ZBX8_YEAS8	EC1118_1K5_0221g
C8Z5U0	C8Z5U0_YEAS8	EC1118_1D0_6755g
C8Z7R1	C8Z7R1_YEAS8	EC1118_1F14_0606g
D3UER3	D3UER3_YEAS8	EC1118_1B15_3290g
D3UF12	D3UF12_YEAS8	EC1118_1B15_4467g
C8Z8C3	C8Z8C3_YEAS8	EC1118_1G1_1563g
C8ZDP4	C8ZDP4_YEAS8	EC1118_1L7_1343g
C8ZCP7	C8ZCP7_YEAS8	EC1118_1K5_3532g
D3UF75	D3UF75_YEAS8	EC1118_1J11_2674g
C8ZFC7	C8ZFC7_YEAS8	EC1118_1M3_4676g
C8ZF13	C8ZF13_YEAS8	EC1118_1M3_3378g
C8ZCW1	C8ZCW1_YEAS8	EC1118_1L10_0562g
D3UER4	D3UER4_YEAS8	EC1118_1B15_3301g
C8ZFG6	C8ZFG6_YEAS8	EC1118_1M3_5116g
C8Z9A9	C8Z9A9_YEAS8	EC1118_1G1_5490g
C8Z949	C8Z949_YEAS8	EC1118_1G1_4764g
C8ZDE0	C8ZDE0_YEAS8	EC1118_1L7_0067g
C8ZCU9	C8ZCU9_YEAS8	EC1118_1L10_0430g
C8ZHR8	C8ZHR8_YEAS8	EC1118_1O4_1332g
C8ZBE9	C8ZBE9_YEAS8	EC1118_1J11_1871g
C8ZG05	C8ZG05_YEAS8	EC1118_1N9_1145g
C8Z9R6	C8Z9R6_YEAS8	EC1118_1H13_0903g
C8ZFB1	C8ZFB1_YEAS8	EC1118_1M3_4489g
C8ZDV8	C8ZDV8_YEAS8	EC1118_1L7_2190g
C8Z8F0	C8Z8F0_YEAS8	EC1118_1G1_1893g
C8Z5T2	C8Z5T2_YEAS8	EC1118_1D0_6667g
C8ZGP8	C8ZGP8_YEAS8	EC1118_1N9_0650g
C8Z6W1	C8Z6W1_YEAS8	EC1118_1E8_0474g
C8ZCE7	C8ZCE7_YEAS8	EC1118_1K5_2333g
C8ZI22	C8ZI22_YEAS8	EC1118_1O4_2619g
C8Z9I7	C8Z9I7_YEAS8	EC1118_1G1_6370g
C8ZIH0	C8ZIH0_YEAS8	EC1118_1P2_0738g
C8ZA30	C8ZA30_YEAS8	EC1118_1H21_0188g
C8Z624	C8Z624_YEAS8	EC1118_1D0_7778g
C8ZIL7	C8ZIL7_YEAS8	EC1118_1P2_1288g
C8Z8M9	C8Z8M9_YEAS8	EC1118_1G1_2828g
C8ZHJ4	C8ZHJ4_YEAS8	EC1118_1O4_0441g
C8Z737	C8Z737_YEAS8	EC1118_1E8_1365g
C8ZFS1	C8ZFS1_YEAS8	EC1118_1N18_0881g
C8Z7V7	C8Z7V7_YEAS8	EC1118_1F14_1167g
C8ZFY5	C8ZFY5_YEAS8	EC1118_1N9_0892g
C8ZAD1	C8ZAD1_YEAS8	EC1118_1I12_0650g
C8ZHF5	C8ZHF5_YEAS8	EC1118_1O4_6656g
C8ZHY7	C8ZHY7_YEAS8	EC1118_1O4_2190g
C8ZHM2	C8ZHM2_YEAS8	EC1118_1O4_0771g
C8Z4G4	C8Z4G4_YEAS8	EC1118_1C17_1618g
C8ZIE4	C8ZIE4_YEAS8	EC1118_1P2_0441g
C8Z564	C8Z564_YEAS8	EC1118_1D0_4060g
C8ZCI9	C8ZCI9_YEAS8	EC1118_1K5_2839g
C8Z9D3	C8Z9D3_YEAS8	EC1118_1G1_5765g
D3UEM2	D3UEM2_YEAS8	EC1118_1B15_2828g
C8ZEQ6	C8ZEQ6_YEAS8	EC1118_1M3_2168g
D3UF13	D3UF13_YEAS8	EC1118_1B15_4478g
C8ZEZ7	C8ZEZ7_YEAS8	EC1118_1M3_3202g
D3UEE1	D3UEE1_YEAS8	EC1118_1B15_1783g
C8Z7A8	C8Z7A8_YEAS8	EC1118_1E8_2201g
C8ZBG9	C8ZBG9_YEAS8	EC1118_1J11_2102g
C8ZHQ6	C8ZHQ6_YEAS8	EC1118_1O4_1200g
C8Z463	C8Z463_YEAS8	EC1118_1C17_0463g
C8ZJF1	C8ZJF1_YEAS8	EC1118_1P2_4610g
C8ZID7	C8ZID7_YEAS8	EC1118_1P2_0364g
C8Z8B0	C8Z8B0_YEAS8	EC1118_1G1_1420g
C8ZGX9	C8ZGX9_YEAS8	EC1118_1O4_4522g
C8ZHA3	C8ZHA3_YEAS8	EC1118_1O4_5985g
C8Z659	C8Z659_YEAS8	EC1118_1D0_8174g
D3UF67	D3UF67_YEAS8	EC1118_1J11_2564g
C8ZCN5	C8ZCN5_YEAS8	EC1118_1K5_3389g
C8Z6V7	C8Z6V7_YEAS8	EC1118_1E8_0430g
C8Z4R1	C8Z4R1_YEAS8	EC1118_1D0_2289g
C8ZFD2	C8ZFD2_YEAS8	EC1118_1M3_4731g
C8ZB46	C8ZB46_YEAS8	EC1118_1J11_0628g
C8Z3Z7	C8Z3Z7_YEAS8	EC1118_1B15_1299g
C8Z9T2	C8Z9T2_YEAS8	EC1118_1H13_1079g
C8ZD52	C8ZD52_YEAS8	EC1118_1L10_1585g
C8ZFQ8	C8ZFQ8_YEAS8	EC1118_1N18_0738g
C8Z6F3	C8Z6F3_YEAS8	EC1118_1D0_0650g
C8Z7L2	C8Z7L2_YEAS8	EC1118_1F14_0012g
C8ZIU9	C8ZIU9_YEAS8	EC1118_1P2_2212g
C8ZAJ1	C8ZAJ1_YEAS8	EC1118_1I12_1354g
C8Z5Y8	C8Z5Y8_YEAS8	EC1118_1D0_7338g
C8ZA20	C8ZA20_YEAS8	EC1118_1H21_0056g
C8ZCF5	C8ZCF5_YEAS8	EC1118_1K5_2432g
C8Z9B7	C8Z9B7_YEAS8	EC1118_1G1_5578g
C8Z4X2	C8Z4X2_YEAS8	EC1118_1D0_2982g
C8Z602	C8Z602_YEAS8	EC1118_1D0_7503g
C8ZCE3	C8ZCE3_YEAS8	EC1118_1K5_2289g
C8Z9T9	C8Z9T9_YEAS8	EC1118_1H13_1156g
C8Z5L2	C8Z5L2_YEAS8	EC1118_1D0_5831g
C8ZF49	C8ZF49_YEAS8	EC1118_1M3_3774g
C8Z6Q1	C8Z6Q1_YEAS8	EC1118_1D22_0364g
C8Z8I3	C8Z8I3_YEAS8	EC1118_1G1_2278g
C8ZD83	C8ZD83_YEAS8	EC1118_1L10_1937g
C8ZB57	C8ZB57_YEAS8	EC1118_1J11_0749g
C8Z5N1	C8Z5N1_YEAS8	EC1118_1D0_6051g
D3UET2	D3UET2_YEAS8	EC1118_1B15_3532g
C8ZE96	C8ZE96_YEAS8	EC1118_1M3_0298g
D3UEX5	D3UEX5_YEAS8	EC1118_1B15_4049g
C8Z4J6	C8Z4J6_YEAS8	EC1118_1D0_1541g
C8Z8C4	C8Z8C4_YEAS8	EC1118_1G1_1574g
C8ZFB5	C8ZFB5_YEAS8	EC1118_1M3_4544g
C8ZIN1	C8ZIN1_YEAS8	EC1118_1P2_1442g
C8ZA99	C8ZA99_YEAS8	EC1118_1H23_0012g
C8ZC16	C8ZC16_YEAS8	EC1118_1K5_0683g
C8ZHE7	C8ZHE7_YEAS8	EC1118_1O4_6546g
C8ZHS7	C8ZHS7_YEAS8	EC1118_1O4_1431g
C8ZC05	C8ZC05_YEAS8	EC1118_1K5_0562g
C8ZD92	C8ZD92_YEAS8	EC1118_1L10_2058g
C8ZB68	C8ZB68_YEAS8	EC1118_1J11_0870g
C8Z3Q0	C8Z3Q0_YEAS8	EC1118_1B15_0705g
C8ZF31	C8ZF31_YEAS8	EC1118_1M3_3576g
C8Z4A4	C8Z4A4_YEAS8	EC1118_1C17_0914g
D3UEK4	D3UEK4_YEAS8	EC1118_1B15_2586g
C8Z6D9	C8Z6D9_YEAS8	EC1118_1D0_0463g
C8ZFJ1	C8ZFJ1_YEAS8	EC1118_1M3_5413g
C8Z9W2	C8Z9W2_YEAS8	EC1118_1H13_1409g
C8Z6S0	C8Z6S0_YEAS8	EC1118_1E8_0012g
C8ZAH3	C8ZAH3_YEAS8	EC1118_1I12_1134g
C8ZIJ6	C8ZIJ6_YEAS8	EC1118_1P2_1057g
C8ZGI9	C8ZGI9_YEAS8	EC1118_1N9_3334g
C8ZJJ3	C8ZJJ3_YEAS8	EC1118_1P2_5083g
C8ZHM0	C8ZHM0_YEAS8	EC1118_1O4_0749g
C8ZG15	C8ZG15_YEAS8	EC1118_1N9_1266g
C8ZDU5	C8ZDU5_YEAS8	EC1118_1L7_2003g
C8ZDG2	C8ZDG2_YEAS8	EC1118_1L7_0386g
C8Z741	C8Z741_YEAS8	EC1118_1E8_1409g
C8ZIT9	C8ZIT9_YEAS8	EC1118_1P2_2102g
C8ZIF6	C8ZIF6_YEAS8	EC1118_1P2_0573g
C8ZB42	C8ZB42_YEAS8	EC1118_1J11_0584g
C8Z4U1	C8Z4U1_YEAS8	EC1118_1D0_2630g
C8ZHN6	C8ZHN6_YEAS8	EC1118_1O4_0925g
C8Z9A1	C8Z9A1_YEAS8	EC1118_1G1_5391g
C8ZC29	C8ZC29_YEAS8	EC1118_1K5_0837g
C8Z8I0	C8Z8I0_YEAS8	EC1118_1G1_2245g
C8Z5Z6	C8Z5Z6_YEAS8	EC1118_1D0_7437g
C8ZBC3	C8ZBC3_YEAS8	EC1118_1J11_1563g
C8ZE45	C8ZE45_YEAS8	EC1118_1L7_3235g
C8ZB62	C8ZB62_YEAS8	EC1118_1J11_1442g
C8Z539	C8Z539_YEAS8	EC1118_1D0_3785g
C8Z6L5	C8Z6L5_YEAS8	EC1118_1D0_1365g
C8ZFP4	C8ZFP4_YEAS8	EC1118_1N18_0584g
C8ZJB8	C8ZJB8_YEAS8	EC1118_1P2_4203g
C8ZCL4	C8ZCL4_YEAS8	EC1118_1K5_3125g
