geneName,DEG_id,uniprot_id
SLC30A4,DEG20112218,O14863
SEMA6D,DEG20112219,Q8NFY4
USP8,DEG20112220,P40818
AP4E1,DEG20112221,Q9UPM8
COPS2,DEG20112222,P61201
FBN1,DEG20112223,P35555
GABPB1,DEG20112224,Q06547
MYO5A,DEG20112225,Q9Y4I1
DMXL2,DEG20112226,Q8TDJ6
LEO1,DEG20112227,Q8WVC0
RSL24D1,DEG20112228,Q9UHA3
FAM214A,DEG20112229,Q32MH5
TCF12,DEG20112230,Q99081
CCPG1,DEG20112231,Q9ULG6
RFX7,DEG20112232,Q2KHR2
PYGO1,DEG20112233,Q9Y3Y4
ADAM10,DEG20112234,O14672
RNF111,DEG20112235,Q6ZNA4
TLN2,DEG20112236,Q9Y4G6
RORA,DEG20112237,P35398
SLTM,DEG20112238,Q9NWH9
HERC1,DEG20112239,Q15751
USP3,DEG20112240,Q9Y6I4
CSNK1G1,DEG20112241,Q9HCP0
ZNF609,DEG20112242,O15014
CSNK1G1,DEG20112243,Q9HCP0
SNX1,DEG20112244,Q13596
DPP8,DEG20112245,Q6V1X1
MAP2K1,DEG20112246,Q02750
RPL4,DEG20112247,P36578
RAB11A,DEG20112248,P62491
KIF23,DEG20112249,Q02241
TLE3,DEG20112250,Q04726
PIAS1,DEG20112251,O75925
ANP32A,DEG20112252,P39687
PARP6,DEG20112253,Q2NL67
NEO1,DEG20112254,Q92859
ARIH1,DEG20112255,Q9Y4X5
PKM,DEG20112256,P14618
NPTN,DEG20112257,Q9Y639
MYO9A,DEG20112258,B2RTY4
ARID3B,DEG20112259,Q8IVW6
CLK3,DEG20112260,P49761
PML,DEG20112261,P29590
CSK,DEG20112262,P41240
SIN3A,DEG20112263,Q96ST3
PTPN9,DEG20112264,P43378
C15orf39,DEG20112265,Q6ZRI6
LINGO1,DEG20112266,Q96FE5
HMG20A,DEG20112267,Q9NP66
IREB2,DEG20112268,P48200
RASGRF1,DEG20112269,Q13972
ARNT2,DEG20112270,Q9HBZ2
AP3B2,DEG20112271,Q13367
HDGFRP3,DEG20112272,Q9Y3E1
CPEB1,DEG20112273,Q9BZB8
ZNF592,DEG20112274,Q92610
ACAN,DEG20112275,P16112
NTRK3,DEG20112276,Q16288
ZNF710,DEG20112277,Q8N1W2
FURIN,DEG20112278,P09958
IQGAP1,DEG20112279,P46940
CRTC3,DEG20112280,Q6UUV7
CHD2,DEG20112281,O14647
NR2F2,DEG20112282,P24468
ASB7,DEG20112283,Q9H672
CHSY1,DEG20112284,Q86X52
ALDH1A3,DEG20112285,P47895
SNRPA1,DEG20112286,P09661
RAB11FIP3,DEG20112287,O75154
CAPN15,DEG20112288,O75808
FBXL16,DEG20112289,Q8N461
UBE2I,DEG20112290,P63279
TMEM204,DEG20112291,Q9BSN7
MAPK8IP3,DEG20112292,Q9UPT6
CLCN7,DEG20112293,P51798
CRAMP1,DEG20112294,Q96RY5
PKD1,DEG20112295,P98161
TSC2,DEG20112296,P49815
CASKIN1,DEG20112297,Q8WXD9
RNPS1,DEG20112298,Q15287
PDPK1,DEG20112299,O15530
NAA60,DEG20112300,Q9H7X0
CREBBP,DEG20112301,Q92793
GLIS2,DEG20112302,Q9BZE0
ADCY9,DEG20112303,O60503
TFAP4,DEG20112304,Q01664
C16orf72,DEG20112305,Q14CZ0
GLYR1,DEG20112306,Q49A26
GRIN2A,DEG20112307,Q12879
UBN1,DEG20112308,Q9NPG3
RBFOX1,DEG20112309,Q9NWB1
USP7,DEG20112310,Q93009
GSPT1,DEG20112311,P15170
ZC3H7A,DEG20112312,Q8IWR0
MKL2,DEG20112313,Q9ULH7
KIAA0430,DEG20112314,Q9Y4F3
SMG1,DEG20112315,Q96Q15
MYH11,DEG20112316,P35749
XYLT1,DEG20112317,Q86Y38
RBBP6,DEG20112318,Q7Z6E9
TNRC6A,DEG20112319,Q8NDV7
CACNG3,DEG20112320,O60359
PRKCB,DEG20112321,P05771
PLK1,DEG20112322,P53350
ARHGAP17,DEG20112323,Q68EM7
XPO6,DEG20112324,Q96QU8
GTF3C1,DEG20112325,Q12789
ATXN2L,DEG20112326,Q8WWM7
IL27,DEG20112327,Q8NEV9
SH2B1,DEG20112328,Q9NRF2
TAOK2,DEG20112329,Q9UL54
MAZ,DEG20112330,P56270
CORO1A,DEG20112331,P31146
TBC1D10B,DEG20112332,Q4KMP7
ZNF629,DEG20112333,Q9UEG4
RNF40,DEG20112334,O75150
SRCAP,DEG20112335,Q6ZRS2
FBRS,DEG20112336,Q9HAH7
FUS,DEG20112337,P35637
KAT8,DEG20112338,Q9H7Z6
SETD1A,DEG20112339,O15047
STX1B,DEG20112340,P61266
FBXL19,DEG20112341,Q6PCT2
VPS35,DEG20112342,Q96QK1
SIAH1,DEG20112343,Q8IUQ4
DNAJA2,DEG20112344,O60884
ZNF423,DEG20112345,Q2M1K9
PAPD5,DEG20112346,Q8NDF8
ITFG1,DEG20112347,Q8TB96
NKD1,DEG20112348,Q969G9
BRD7,DEG20112349,Q9NPI1
RBL2,DEG20112350,Q08999
CHD9,DEG20112351,Q3L8U1
CYLD,DEG20112352,Q9NQC7
TOX3,DEG20112353,O15405
SALL1,DEG20112354,Q9NSC2
GNAO1,DEG20112355,P09471
NUDT21,DEG20112356,O43809
RSPRY1,DEG20112357,Q96DX4
FAM192A,DEG20112358,Q9GZU8
CX3CL1,DEG20112359,P78423
ZNF319,DEG20112360,Q9P2F9
CDH11,DEG20112361,P55287
CNOT1,DEG20112362,A5YKK6
CDH8,DEG20112363,P55286
CSNK2A2,DEG20112364,P19784
CBFB,DEG20112365,Q13951
ATP6V0D1,DEG20112366,P61421
CTCF,DEG20112367,P49711
RANBP10,DEG20112368,Q6VN20
EDC4,DEG20112369,Q6P2E9
NFATC3,DEG20112370,Q12968
WWP2,DEG20112371,O00308
VPS4A,DEG20112372,Q9UN37
TERF2,DEG20112373,Q15554
NFAT5,DEG20112374,O94916
AP1G1,DEG20112375,O43747
ST3GAL2,DEG20112376,Q16842
SF3B3,DEG20112377,Q15393
DDX19A,DEG20112378,Q9NUU7
GLG1,DEG20112379,Q92896
ZFHX3,DEG20112380,Q15911
BCAR1,DEG20112381,P56945
CMIP,DEG20112382,Q8IY22
PLCG2,DEG20112383,P16885
KLHL36,DEG20112384,Q8N4N3
USP10,DEG20112385,Q14694
FBXO31,DEG20112386,Q5XUX0
JPH3,DEG20112387,Q8WXH2
ZCCHC14,DEG20112388,Q8WYQ9
FOXF1,DEG20112389,Q12946
IRF8,DEG20112390,Q02556
BANP,DEG20112391,Q8N9N5
ZC3H18,DEG20112392,Q86VM9
ANKRD11,DEG20112393,Q6UB99
RPL13,DEG20112394,P26373
TUBB3,DEG20112395,Q13509
YWHAE,DEG20112396,P62258
PITPNA,DEG20112397,Q00169
ABR,DEG20112398,Q12979
SMG6,DEG20112399,Q86US8
MNT,DEG20112400,Q99583
PRPF8,DEG20112401,Q6P2Q9
METTL16,DEG20112402,Q86W50
PAFAH1B1,DEG20112403,P43034
CLUH,DEG20112404,O75153
RAP1GAP2,DEG20112405,Q684P5
ZZEF1,DEG20112406,O43149
ANKFY1,DEG20112407,Q9P2R3
PELP1,DEG20112408,Q8IZL8
NCBP3,DEG20112409,Q53F19
CAMTA2,DEG20112410,O94983
MINK1,DEG20112411,Q8N4C8
PITPNM3,DEG20112412,Q9BZ71
RABEP1,DEG20112413,Q15276
DERL2,DEG20112414,Q9GZP9
PHF23,DEG20112415,Q9BUL5
DLG4,DEG20112416,P78352
NEURL4,DEG20112417,Q96JN8
YBX2,DEG20112418,Q9Y2T7
NLGN2,DEG20112419,Q8NFZ4
CTDNEP1,DEG20112420,O95476
EIF4A1,DEG20112421,P60842
TNFSF12,DEG20112422,O43508
SENP3,DEG20112423,Q9H4L4
POLR2A,DEG20112424,P24928
FXR2,DEG20112425,P51116
ZBTB4,DEG20112426,Q9P1Z0
TNFSF12-TNFSF13,DEG20112427,-
TP53,DEG20112428,P04637
KDM6B,DEG20112429,O15054
CHD3,DEG20112430,Q12873
MYH10,DEG20112431,P35580
RPL26,DEG20112432,P61254
NDEL1,DEG20112433,Q9GZM8
MAP2K4,DEG20112434,P45985
MYOCD,DEG20112435,Q8IZQ8
ARHGAP44,DEG20112436,Q17R89
FLCN,DEG20112437,Q8NFG4
RAI1,DEG20112438,Q7Z5J4
NCOR1,DEG20112439,O75376
COPS3,DEG20112440,Q9UNS2
LGALS9C,DEG20112441,Q6DKI2
SREBF1,DEG20112442,P36956
LLGL1,DEG20112443,Q15334
GID4,DEG20112444,Q8IVV7
AKAP10,DEG20112445,O43572
WSB1,DEG20112446,Q9Y6I7
USP22,DEG20112447,Q9UPT9
NLK,DEG20112448,Q9UBE8
SUPT6H,DEG20112449,Q7KZ85
FOXN1,DEG20112450,O15353
TAOK1,DEG20112451,Q7L7X3
PHF12,DEG20112452,Q96QT6
GIT1,DEG20112453,Q9Y2X7
NUFIP2,DEG20112454,Q7Z417
MYO18A,DEG20112455,Q92614
NF1,DEG20112456,P21359
CRLF3,DEG20112457,Q8IUI8
ATAD5,DEG20112458,Q96QE3
SSH2,DEG20112459,Q76I76
ANKRD13B,DEG20112460,Q86YJ7
LRRC37B,DEG20112461,Q96QE4
PSMD11,DEG20112462,O00231
RHOT1,DEG20112463,Q8IXI2
C17orf75,DEG20112464,Q9HAS0
SUZ12,DEG20112465,Q15022
RAB11FIP4,DEG20112466,Q86YS3
ASIC2,DEG20112467,Q16515
AP2B1,DEG20112468,P63010
GGNBP2,DEG20112469,Q9H3C7
ACACA,DEG20112470,Q13085
MLLT6,DEG20112471,P55198
HNF1B,DEG20112472,P35680
SRCIN1,DEG20112473,Q9C0H9
PIP4K2B,DEG20112474,P78356
SYNRG,DEG20112475,Q9UMZ2
SOCS7,DEG20112476,O14512
RPL23,DEG20112477,P62829
CACNB1,DEG20112478,Q02641
RPL19,DEG20112479,P84098
FBXL20,DEG20112480,Q96IG2
CDK12,DEG20112481,Q9NYV4
ERBB2,DEG20112482,P04626
MED1,DEG20112483,Q15648
CASC3,DEG20112484,O15234
MSL1,DEG20112485,Q68DK7
NR1D1,DEG20112486,P20393
RARA,DEG20112487,P10276
IKZF3,DEG20112488,Q9UKT9
PSMD3,DEG20112489,O43242
SMARCE1,DEG20112490,Q969G3
TOP2A,DEG20112491,P11388
KRT31,DEG20112492,Q15323
ACLY,DEG20112493,P53396
KLHL10,DEG20112494,Q6JEL2
DNAJC7,DEG20112495,Q99615
TUBG1,DEG20112496,P23258
ATP6V0A1,DEG20112497,Q93050
STAT5B,DEG20112498,P51692
STAT3,DEG20112499,P40763
KCNH4,DEG20112500,Q9UQ05
STAT5A,DEG20112501,P42229
BECN1,DEG20112502,Q14457
PSME3,DEG20112503,P61289
DHX8,DEG20112504,Q14562
UBTF,DEG20112505,P17480
SLC4A1,DEG20112506,P02730
RUNDC3A,DEG20112507,Q59EK9
LSM12,DEG20112508,Q3MHD2
MEIOC,DEG20112509,A2RUB1
HDAC5,DEG20112510,Q9UQL6
GPATCH8,DEG20112511,Q9UKJ3
ATXN7L3,DEG20112512,Q14CW9
HEXIM1,DEG20112513,O94992
NMT1,DEG20112514,P30419
GJC1,DEG20112515,P36383
EFTUD2,DEG20112516,Q15029
FMNL1,DEG20112517,O95466
NPEPPS,DEG20112518,P55786
KANSL1,DEG20112519,Q7Z3B3
KPNB1,DEG20112520,Q14974
WNT3,DEG20112521,P56703
NFE2L1,DEG20112522,Q14494
SP2,DEG20112523,Q02086
TBX21,DEG20112524,Q9UL17
CBX1,DEG20112525,P83916
UBE2Z,DEG20112526,Q9H832
IGF2BP1,DEG20112527,Q9NZI8
ZNF652,DEG20112528,Q9Y2D9
PPP1R9B,DEG20112529,Q96SB3
KAT7,DEG20112530,O95251
COL1A1,DEG20112531,P02452
SPOP,DEG20112532,O43791
CA10,DEG20112533,Q9NS85
SPAG9,DEG20112534,O60271
LUC7L3,DEG20112535,O95232
CACNA1G,DEG20112536,O43497
MBTD1,DEG20112537,Q05BQ5
MSI2,DEG20112538,Q96DH6
SRSF1,DEG20112539,Q07955
VEZF1,DEG20112540,Q14119
MTMR4,DEG20112541,Q9NYA4
USP32,DEG20112542,Q8NFA0
CLTC,DEG20112543,Q00610
VMP1,DEG20112544,Q96GC9
YPEL2,DEG20112545,Q96QA6
PPM1E,DEG20112546,Q8WY54
APPBP2,DEG20112547,Q92624
DHX40,DEG20112548,Q8IX18
RPS6KB1,DEG20112549,P23443
BCAS3,DEG20112550,Q9H6U6
MRC2,DEG20112551,Q9UBG0
MED13,DEG20112552,Q9UHV7
TANC2,DEG20112553,Q9HCD6
INTS2,DEG20112554,Q9H0H0
TLK2,DEG20112555,Q86UE8
TBX2,DEG20112556,Q13207
PSMC5,DEG20112557,P62195
DDX42,DEG20112558,Q86XP3
ERN1,DEG20112559,O75460
CD79B,DEG20112560,P40259
SMARCD2,DEG20112561,Q92925
MAP3K3,DEG20112562,Q99759
PSMD12,DEG20112563,O00232
BPTF,DEG20112564,Q12830
PITPNC1,DEG20112565,Q9UKF7
DDX5,DEG20112566,P17844
SMURF2,DEG20112567,Q9HAU4
HELZ,DEG20112568,P42694
PRKCA,DEG20112569,P17252
SOX9,DEG20112570,P48436
PRKAR1A,DEG20112571,P10644
MAP2K6,DEG20112572,P52564
NUP85,DEG20112573,Q9BW27
CASKIN2,DEG20112574,Q8WXE0
UNK,DEG20112575,Q9C0B0
SLC25A19,DEG20112576,Q9HC21
UBE2O,DEG20112577,Q9C0C9
TNRC6C,DEG20112578,Q9HCJ0
CYTH1,DEG20112579,Q15438
CBX8,DEG20112580,Q9HC52
CBX2,DEG20112581,Q14781
RPTOR,DEG20112582,Q8N122
EIF4A3,DEG20112583,P38919
NPLOC4,DEG20112584,Q8TAT6
BAHCC1,DEG20112585,Q9P281
FASN,DEG20112586,P49327
GPS1,DEG20112587,Q13098
P4HB,DEG20112588,P07237
CSNK1D,DEG20112589,P48730
FOXK2,DEG20112590,Q01167
COLEC12,DEG20112591,Q5KU26
USP14,DEG20112592,P54578
SMCHD1,DEG20112593,A6NHR9
TYMS,DEG20112594,P04818
DLGAP1,DEG20112595,O14490
PTPRM,DEG20112596,P28827
ANKRD12,DEG20112597,Q6UB98
PPP4R1,DEG20112598,Q8TF05
GNAL,DEG20112599,P38405
PTPN2,DEG20112600,P17706
ESCO1,DEG20112601,Q5FWF5
ROCK1,DEG20112602,Q13464
C18orf8,DEG20112603,Q96DM3
KCTD1,DEG20112604,Q719H9
SS18,DEG20112605,Q15532
ZNF521,DEG20112606,Q96K83
ASXL3,DEG20112607,Q9C0F0
NOL4,DEG20112608,O94818
DSG1,DEG20112609,Q02413
TRAPPC8,DEG20112610,Q9Y2L5
DTNA,DEG20112611,Q9Y4J8
B4GALT6,DEG20112612,Q9UBX8
MAPRE2,DEG20112613,Q15555
SETBP1,DEG20112614,Q9Y6X0
ZNF24,DEG20112615,P17028
CELF4,DEG20112616,Q9BZC1
FHOD3,DEG20112617,Q2V2M9
ATP5A1,DEG20112618,P25705
RNF165,DEG20112619,Q6ZSG1
PIAS2,DEG20112620,O75928
C18orf25,DEG20112621,Q96B23
CXXC1,DEG20112622,Q9P0U4
ZBTB7C,DEG20112623,A1YPR0
SMAD7,DEG20112624,O15105
CTIF,DEG20112625,O43310
SMAD2,DEG20112626,Q15796
MBD1,DEG20112627,Q9UIS9
TXNL1,DEG20112628,O43396
WDR7,DEG20112629,Q9Y4E6
MBD2,DEG20112630,Q9UBB5
ONECUT2,DEG20112631,O95948
DCC,DEG20112632,P43146
MEX3C,DEG20112633,Q5U5Q3
TCF4,DEG20112634,P15884
SMAD4,DEG20112635,Q13485
ST8SIA3,DEG20112636,O43173
NEDD4L,DEG20112637,Q96PU5
KIAA1468,DEG20112638,Q9P260
MALT1,DEG20112639,Q9UDY8
ZNF532,DEG20112640,Q9HCE3
CDH20,DEG20112641,Q9HBT6
PHLPP1,DEG20112642,O60346
ZNF407,DEG20112643,Q9C0G0
NETO1,DEG20112644,Q8TDF5
TSHZ1,DEG20112645,Q6ZSZ6
NFATC1,DEG20112646,O95644
CTDP1,DEG20112647,Q9Y5B0
ZNF236,DEG20112648,Q9UL36
MIER2,DEG20112649,Q8N344
PTBP1,DEG20112650,P26599
WDR18,DEG20112651,Q9BV38
STK11,DEG20112652,Q15831
MBD3,DEG20112653,O95983
DAZAP1,DEG20112654,Q96EP5
APC2,DEG20112655,O95996
DOT1L,DEG20112656,Q8TEK3
CSNK1G2,DEG20112657,P78368
BTBD2,DEG20112658,Q9BX70
LMNB2,DEG20112659,Q03252
FZR1,DEG20112660,Q9UM11
GNA11,DEG20112661,P29992
CELF5,DEG20112662,Q8N6W0
CACTIN,DEG20112663,Q8WUQ7
EEF2,DEG20112664,P13639
PIAS4,DEG20112665,Q8N2W9
DPP9,DEG20112666,Q86TI2
KDM4B,DEG20112667,O94953
SAFB2,DEG20112668,Q14151
SAFB,DEG20112669,Q15424
CHAF1A,DEG20112670,Q13111
RANBP3,DEG20112671,Q9H6Z4
MLLT1,DEG20112672,Q03111
LONP1,DEG20112673,P36776
RFX2,DEG20112674,P48378
VAV1,DEG20112675,P15498
C3,DEG20112676,P01024
KHSRP,DEG20112677,Q92945
ARHGEF18,DEG20112678,Q6ZSZ5
CAMSAP3,DEG20112679,Q9P1Y5
XAB2,DEG20112680,Q9HCS7
ELAVL1,DEG20112681,Q15717
EVI5L,DEG20112682,Q96CN4
MAP2K7,DEG20112683,O14733
HNRNPM,DEG20112684,P52272
ADAMTS10,DEG20112685,Q9H324
OLFM2,DEG20112686,O95897
EIF3G,DEG20112687,O75821
PDE4A,DEG20112688,P27815
CDC37,DEG20112689,Q16543
DNMT1,DEG20112690,P26358
C19orf66,DEG20112691,Q9NUL5
RAVER1,DEG20112692,Q8IY67
CARM1,DEG20112693,Q86X55
SMARCA4,DEG20112694,P51532
DNM2,DEG20112695,P50570
ILF3,DEG20112696,Q12906
KANK2,DEG20112697,Q63ZY3
PLPPR2,DEG20112698,
MAST1,DEG20112699,Q9Y2H9
TNPO2,DEG20112700,O14787
CALR,DEG20112701,P27797
CACNA1A,DEG20112702,O00555
NFIX,DEG20112703,Q14938
NACC1,DEG20112704,Q96RE7
RFX1,DEG20112705,P22670
ADGRL1,DEG20112706,O94910
PRKACA,DEG20112707,P17612
DCAF15,DEG20112708,Q66K64
SLC1A6,DEG20112709,P48664
SYDE1,DEG20112710,Q6ZW31
BRD4,DEG20112711,O60885
WIZ,DEG20112712,O95785
AKAP8,DEG20112713,O43823
EPS15L1,DEG20112714,Q9UBC2
RAB8A,DEG20112715,P61006
SIN3B,DEG20112716,O75182
MYO9B,DEG20112717,Q13459
CHERP,DEG20112718,Q8IWX8
MED26,DEG20112719,O95402
RPL18A,DEG20112720,Q02543
FCHO1,DEG20112721,O14526
JAK3,DEG20112722,P52333
UNC13A,DEG20112723,Q9UPW8
ANO8,DEG20112724,Q9HCE9
ELL,DEG20112725,P55199
FKBP8,DEG20112726,Q14318
PIK3R2,DEG20112727,O00459
MAST3,DEG20112728,O60307
SSBP4,DEG20112729,Q9BWG4
KCNN1,DEG20112730,Q92952
LRRC25,DEG20112731,Q8N386
CRTC1,DEG20112732,Q6UUV9
UPF1,DEG20112733,Q92900
SUGP2,DEG20112734,Q8IX01
SUGP1,DEG20112735,Q8IWZ8
ATP13A1,DEG20112736,Q9HD20
MAU2,DEG20112737,Q9Y6X3
GATAD2A,DEG20112738,Q86YP4
ZNF536,DEG20112739,O15090
UBA2,DEG20112740,Q9UBT2
HPN,DEG20112741,P05981
USF2,DEG20112742,Q15853
KMT2B,DEG20112743,Q9UMN6
CLIP3,DEG20112744,Q96DZ5
SIPA1L3,DEG20112745,O60292
DPF1,DEG20112746,Q92782
HNRNPL,DEG20112747,P14866
ACTN4,DEG20112748,O43707
MAP4K1,DEG20112749,Q92918
SAMD4B,DEG20112750,Q5PRF9
SUPT5H,DEG20112751,O00267
DYRK1B,DEG20112752,Q9Y463
AKT2,DEG20112753,P31751
FBL,DEG20112754,P22087
HNRNPUL1,DEG20112755,Q9BUJ2
LTBP4,DEG20112756,Q8N2S1
RAB4B,DEG20112757,P61018
RPS19,DEG20112758,P39019
CD79A,DEG20112759,P11912
GRIK5,DEG20112760,Q16478
MEGF8,DEG20112761,Q7Z7M0
GSK3A,DEG20112762,P49840
CIC,DEG20112763,Q96RK0
ZNF574,DEG20112764,Q6ZN55
POU2F2,DEG20112765,P09086
ARHGEF1,DEG20112766,Q92888
ATP1A3,DEG20112767,P13637
CADM4,DEG20112768,Q8NFZ8
TOMM40,DEG20112769,O96008
ZNF296,DEG20112770,Q8WUU4
RELB,DEG20112771,Q01201
EXOC3L2,DEG20112772,Q2M3D2
CLASRP,DEG20112773,Q8N2M8
CLPTM1,DEG20112774,O96005
MARK4,DEG20112775,Q96L34
SYMPK,DEG20112776,Q92797
IRF2BP1,DEG20112777,Q8IU81
PPP5C,DEG20112778,P53041
PRKD2,DEG20112779,Q9BZL6
NPAS1,DEG20112780,Q99742
SAE1,DEG20112781,Q9UBE0
ZC3H4,DEG20112782,Q9UPT8
ARHGAP35,DEG20112783,Q9NRY4
STRN4,DEG20112784,Q9NRL3
NAPA,DEG20112785,P54920
AP2S1,DEG20112786,P53680
GLTSCR1,DEG20112787,Q9NZM4
GRIN2D,DEG20112788,O15399
RASIP1,DEG20112789,Q5U651
CA11,DEG20112790,O75493
RUVBL2,DEG20112791,Q9Y230
SNRNP70,DEG20112792,P08621
PPFIA3,DEG20112793,O75145
FLT3LG,DEG20112794,P49771
SLC17A7,DEG20112795,Q9P2U7
RPS11,DEG20112796,P62280
PRR12,DEG20112797,Q9ULL5
AP2A1,DEG20112798,O95782
PRMT1,DEG20112799,Q99873
TSKS,DEG20112800,Q9UJT2
SCAF1,DEG20112801,Q9H7N4
MYH14,DEG20112802,Q7Z406
SHANK1,DEG20112803,Q9Y566
PRKCG,DEG20112804,P05129
TTYH1,DEG20112805,Q9H313
PRPF31,DEG20112806,Q8WWY3
CNOT3,DEG20112807,O75175
LENG8,DEG20112808,Q96PV6
BRSK1,DEG20112809,Q8TDC3
PPP6R1,DEG20112810,Q9UPN7
U2AF2,DEG20112811,P26368
ZNF628,DEG20112812,Q5EBL2
RPS5,DEG20112813,P46782
TRIM28,DEG20112814,Q13263
CHMP2A,DEG20112815,O43633
CSNK2A1,DEG20112816,P68400
TBC1D20,DEG20112817,Q96BZ9
STK35,DEG20112818,Q8TDR2
PTPRA,DEG20112819,P18433
NOP56,DEG20112820,O00567
ATRN,DEG20112821,O75882
CENPB,DEG20112822,P07199
PLCB1,DEG20112823,Q9NQ66
BMP2,DEG20112824,P12643
PCNA,DEG20112825,P12004
SNAP25,DEG20112826,P60880
FLRT3,DEG20112827,Q9NZU0
TASP1,DEG20112828,Q9H6P5
PAK7,DEG20112829,Q9P286
JAG1,DEG20112830,P78504
ZNF133,DEG20112831,P52736
PCSK2,DEG20112832,P16519
SLC24A3,DEG20112833,Q9HC58
NAPB,DEG20112834,Q9H115
TPX2,DEG20112835,Q9ULW0
NOL4L,DEG20112836,Q96MY1
TM9SF4,DEG20112837,Q92544
MAPRE1,DEG20112838,Q15691
XKR7,DEG20112839,Q5GH72
POFUT1,DEG20112840,Q9H488
DNMT3B,DEG20112841,Q9UBC3
E2F1,DEG20112842,Q01094
CBFA2T2,DEG20112843,O43439
ITCH,DEG20112844,Q96J02
AHCY,DEG20112845,P23526
GDF5,DEG20112846,P43026
TRPC4AP,DEG20112847,Q8TEL6
GGT7,DEG20112848,Q9UJ14
NCOA6,DEG20112849,Q14686
DLGAP4,DEG20112850,Q9Y2H0
TGIF2-C20orf24,DEG20112851,-
SOGA1,DEG20112852,O94964
RBM39,DEG20112853,Q14498
NDRG3,DEG20112854,Q9UGV2
PHF20,DEG20112855,Q9BVI0
PPP1R16B,DEG20112856,Q96T49
RALGAPB,DEG20112857,Q86X10
SRC,DEG20112858,P12931
PTPRT,DEG20112859,O14522
MYBL2,DEG20112860,P10244
CHD6,DEG20112861,Q8TD26
TOP1,DEG20112862,P11387
SRSF6,DEG20112863,Q13247
YWHAB,DEG20112864,P31946
PABPC1L,DEG20112865,Q4VXU2
RIMS4,DEG20112866,Q9H426
HNF4A,DEG20112867,P41235
NCOA5,DEG20112868,Q9HCD5
SLC12A5,DEG20112869,Q9H2X9
PCIF1,DEG20112870,Q9H4Z3
ZNFX1,DEG20112871,Q9P2E3
CSE1L,DEG20112872,P55060
KCNB1,DEG20112873,Q14721
ZMYND8,DEG20112874,Q9ULU4
STAU1,DEG20112875,O95793
ARFGEF2,DEG20112876,Q9Y6D5
NCOA3,DEG20112877,Q9Y6Q9
PREX1,DEG20112878,Q8TCU6
B4GALT5,DEG20112879,O43286
ATP9A,DEG20112880,O75110
ADNP,DEG20112881,Q9H2P0
NFATC2,DEG20112882,Q13469
SALL4,DEG20112883,Q9UJQ4
ZNF217,DEG20112884,O75362
TFAP2C,DEG20112885,Q92754
CSTF1,DEG20112886,Q05048
BMP7,DEG20112887,P18075
GNAS,DEG20112888,O95467
RAE1,DEG20112889,P78406
TAF4,DEG20112890,O00268
SYCP2,DEG20112891,Q9BX26
CDH4,DEG20112892,P55283
PSMA7,DEG20112893,O14818
PHACTR3,DEG20112894,Q96KR7
LSM14B,DEG20112895,Q9BX40
TCFL5,DEG20112896,Q9UL49
MRGBP,DEG20112897,Q9NV56
LAMA5,DEG20112898,O15230
GID8,DEG20112899,Q9NWU2
YTHDF1,DEG20112900,Q9BYJ9
DIDO1,DEG20112901,Q9BTC0
ADRM1,DEG20112902,Q16186
KCNQ2,DEG20112903,O43526
EEF1A2,DEG20112904,Q05639
GMEB2,DEG20112905,Q9UKD1
MYT1,DEG20112906,Q01538
ZNF512B,DEG20112907,Q96KM6
NRIP1,DEG20112908,P48552
USP25,DEG20112909,Q9UHP3
NCAM2,DEG20112910,O15394
CCT8,DEG20112911,P50990
GABPA,DEG20112912,Q06546
TIAM1,DEG20112913,Q13009
HUNK,DEG20112914,P57058
SCAF4,DEG20112915,O95104
SON,DEG20112916,P18583
PAXBP1,DEG20112917,Q9Y5B6
ITSN1,DEG20112918,Q15811
MORC3,DEG20112919,Q14149
ETS2,DEG20112920,P15036
BRWD1,DEG20112921,Q9NSI6
DYRK1A,DEG20112922,Q13627
ERG,DEG20112923,P11308
BACE2,DEG20112924,Q9Y5Z0
DSCAM,DEG20112925,O60469
ZBTB21,DEG20112926,Q9ULJ3
SIK1,DEG20112927,P57059
U2AF1,DEG20112928,Q01081
TRAPPC10,DEG20112929,P48553
PKNOX1,DEG20112930,P55347
AGPAT3,DEG20112931,Q9NRZ7
PDXK,DEG20112932,O00764
COL6A1,DEG20112933,P12109
PCBP3,DEG20112934,P57721
MICAL3,DEG20112935,Q7RTP6
TBX1,DEG20112936,O43435
SEPT5,DEG20112937,Q99719
HIRA,DEG20112938,P54198
UFD1L,DEG20112939,Q92890
DGCR8,DEG20112940,Q8WYQ5
ZDHHC8,DEG20112941,Q9ULC8
MED15,DEG20112942,Q96RN5
HIC2,DEG20112943,Q96JB3
MAPK1,DEG20112944,P28482
BCR,DEG20112945,P11274
SMARCB1,DEG20112946,Q12824
SPECC1L,DEG20112947,Q69YQ0
SEZ6L,DEG20112948,Q9BYH1
SGSM1,DEG20112949,Q2NKQ1
PITPNB,DEG20112950,P48739
NIPSNAP1,DEG20112951,Q9BPW8
AP1B1,DEG20112952,Q10567
NF2,DEG20112953,P35240
ZNRF3,DEG20112954,Q9ULT6
EWSR1,DEG20112955,Q01844
TBC1D10A,DEG20112956,Q9BXI6
MTMR3,DEG20112957,Q13615
SF3A1,DEG20112958,Q15459
EIF4ENIF1,DEG20112959,Q9NRA8
MORC2,DEG20112960,Q9Y6X9
